pl_hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,hip_name,ra,dec,st_radv,st_radverr1,st_radverr2,st_optmag,st_optmagerr,st_optband,st_bmvj,st_bmvjerr,st_rad,st_raderr1,st_raderr2,st_metfe,st_metfeerr1,st_metfeerr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,pl_disc_refname,pl_letter
OGLE-2015-BLG-0051L,,,,0.730000,0.080000,-0.080000,,,,,,,0.72000,0.65000,-0.07000,0,,,269.662537,-28.031694,,,,,,,,,,,,,,,,,,,,,,,,Han et al. 2016,b
MOA-2013-BLG-605L,,,,0.940000,0.670000,-0.020000,,,,,,,0.01007,0.00157,-0.00094,0,,,269.678542,-29.398239,,,,,,,,,,,,,,,,,,,,,,,,Sumi et al. 2016,b
MOA-2008-BLG-379L,,,,3.300000,1.700000,-1.200000,,,,,,,4.10000,1.70000,-1.90000,0,,,269.706000,-30.196931,,,,,,,,,,,,,,,,,,,,,,,,Suzuki et al. 2014,b
OGLE-2016-BLG-1190L,1224.00000000,1896.00000000,-300.00000000,2.170000,1.870000,-0.380000,,,,41.200,11.950,-10.290,13.38000,0.88000,-0.82000,0,,,269.717926,-27.613556,,,,,,,,,,,,,,,,,,,,,,,,Ryu et al. 2017,b
SWEEPS-4,4.20000000,,,0.055000,,,,,,,,,3.80000,,,0,0.810,,269.724667,-29.189056,,,,18.800,,V (Johnson),,,1.18,,,,,,,,,,,,,,,Sahu et al. 2006,b
nu Oph,530.21000000,0.10000000,-0.10000000,1.790000,,,0.124000,0.003000,-0.003000,90.000,,,22.20600,,,0,,HIP 88048,269.756622,-9.773632,,,,3.340,,V (Johnson),0.990,,14.60,0.30,-0.30,0.060,0.100,-0.100,4886.00,42.00,-42.00,2.56,0.04,-0.04,0.650,0.170,-0.170,Sato et al. 2012,b
nu Oph,3184.83000000,5.93000000,-5.93000000,5.931000,,,0.180000,0.006000,-0.006000,90.000,,,24.66200,,,0,,HIP 88048,269.756622,-9.773632,,,,3.340,,V (Johnson),0.990,,14.60,0.30,-0.30,0.060,0.100,-0.100,4886.00,42.00,-42.00,2.56,0.04,-0.04,0.650,0.170,-0.170,Sato et al. 2012,c
SWEEPS-11,1.79600000,,,0.030000,,,,,,,,,9.70000,5.60000,-4.50000,0,1.130,,269.758333,-29.198194,,,,19.830,,V (Johnson),,,1.45,,,,,,,,,,,,,,,Sahu et al. 2006,b
OGLE-2013-BLG-0132L,,,,3.600000,1.400000,-1.200000,,,,,,,0.29000,0.16000,-0.13000,0,,,269.764618,-28.421028,,,,,,,,,,,,,,,,,,,,,,,,Mroz et al. 2017,b
OGLE-2008-BLG-355L,,,,1.700000,0.290000,-0.300000,,,,,,,4.60000,3.70000,-2.20000,0,,,269.786708,-30.759472,,,,,,,,,,,,,,,,,,,,,,,,Koshimoto et al. 2014,b
OGLE-2016-BLG-0263L,,,,5.400000,1.100000,-1.600000,,,,,,,4.10000,6.50000,-2.50000,0,,,269.895416,-31.818611,,,,,,,,,,,,,,,,,,,,,,,,Han et al. 2017,b
MOA-2011-BLG-262L,,,,0.840000,0.250000,-0.140000,,,,,,,0.05663,0.08810,-0.03146,0,,,270.097833,-31.245258,,,,,,,,,,,,,,,,,,,,,,,,Bennett et al. 2014,b
HD 164595,40.00000000,0.24000000,-0.24000000,0.230000,,,0.088000,0.120000,-0.066000,,,,0.05078,0.00856,-0.00856,0,,HIP 88194,270.162048,29.571922,1.70,0.30,-0.30,7.100,,V (Johnson),0.635,,,,,-0.040,0.080,-0.080,5790.00,40.00,-40.00,4.44,0.05,-0.05,,,,Courcol et al. 2015,b
OGLE-2015-BLG-0954L,,,,1.600000,1.300000,-0.700000,,,,,,,3.40000,3.70000,-1.60000,0,,,270.184333,-28.660889,,,,,,,,,,,,,,,,,,,,,,,,Shin et al. 2016,b
OGLE-2017-BLG-1522L,,,,0.590000,0.120000,-0.110000,,,,,,,0.75000,1.26000,-0.40000,0,,,270.319366,-28.461971,,,,,,,,,,,,,,,,,,,,,,,,Jung et al. 2018,b
HD 164509,280.17000000,0.82000000,-0.82000000,0.870000,0.051000,-0.051000,0.238000,0.062000,-0.062000,,,,0.44300,0.08300,-0.08300,0,,HIP 88268,270.380127,0.104556,0.01,0.00,-0.00,8.100,,V (Johnson),0.665,,1.11,0.06,-0.06,0.200,,,5859.00,,,,,,2.320,1.270,-1.270,Giguere et al. 2012,b
MOA-2012-BLG-006L,,,,10.200000,1.800000,-2.400000,,,,,,,8.40000,4.60000,-3.90000,0,,,270.442963,-29.108778,,,,,,,,,,,,,,,,,,,,,,,,Poleski et al. 2017,b
HAT-P-46,4.46312900,0.00004800,-0.00004800,0.057700,0.001400,-0.000900,0.123000,0.120000,-0.120000,85.500,0.800,-2.300,0.49300,0.08200,-0.05200,0,1.284,,270.444201,-2.970947,-20.91,0.10,-0.10,,,,,,1.40,0.29,-0.14,0.300,0.100,-0.100,6120.00,100.00,-100.00,4.25,0.11,-0.11,2.500,0.700,-1.000,Hartman et al. 2014,b
OGLE-2014-BLG-0124L,,,,3.110000,0.490000,-0.490000,,,,,,,0.51000,0.16000,-0.16000,0,,,270.621708,-28.396250,,,,,,,,,,,,,,,,,,,,,,,,Udalski et al. 2015,b
HD 164922,75.76500000,0.05800000,-0.05600000,0.335100,0.001500,-0.001500,0.220000,0.130000,-0.130000,,,,0.04059,0.00503,-0.00503,0,,HIP 88348,270.628601,26.313002,20.20,,,6.990,,V (Johnson),0.800,,0.97,0.01,-0.01,0.170,,,5372.00,12.00,-12.00,4.35,0.03,-0.03,,,,Fulton et al. 2016,c
HD 164922,1155.00000000,23.00000000,-23.00000000,2.100000,0.040000,-0.040000,0.050000,0.090000,-0.090000,,,,0.31000,0.05000,-0.05000,0,,HIP 88348,270.628601,26.313002,20.20,,,6.990,,V (Johnson),0.800,,0.97,0.01,-0.01,0.170,,,5372.00,12.00,-12.00,4.35,0.03,-0.03,,,,Butler et al. 2006,b
HD 164604,641.47200000,10.12900000,-10.12900000,1.331000,0.029000,-0.029000,0.350000,0.100000,-0.100000,,,,1.99792,0.25894,-0.25894,0,,HIP 88414,270.778900,-28.560644,7.20,0.60,-0.60,9.700,,V (Johnson),1.390,,,,,,,,4684.00,135.00,-37.00,,,,,,,Arriagada et al. 2010,b
MOA-2011-BLG-028L,,,,4.140000,0.640000,-0.640000,,,,,,,0.09439,0.05034,-0.03776,0,,,270.854000,-29.213417,,,,,,,,,,,,,,,,,,,,,,,,Skowron et al. 2016,b
OGLE-2015-BLG-1649L,,,,2.070000,0.650000,-0.770000,,,,,,,2.54000,1.48000,-1.39000,0,,,271.205042,-32.633028,,,,,,,,,,,,,,,,,,,,,,,,Nagakane et al. 2019,b
MOA-2011-BLG-322L,,,,4.300000,1.500000,-1.200000,,,,,,,11.60000,13.40000,-5.60000,0,,,271.223333,-27.220944,,,,,,,,,,,,,,,,,,,,,,,,Shvartzvald et al. 2014,b
MOA-2010-BLG-353L,,,,1.720000,0.560000,-0.480000,,,,,,,0.27000,0.48000,-0.16000,0,,,271.303917,-27.293233,,,,,,,,,,,,,,,,,,,,,,,,Rattenbury et al. 2015,b
OGLE-2003-BLG-235L,,,,4.300000,2.500000,-0.800000,,,,,,,2.60000,0.80000,-0.60000,0,,,271.318125,-28.895000,,,,,,,,,,,,,,,,,,,,,,,,Bond et al. 2004,b
OGLE-2007-BLG-349L A,2557.00000000,,,2.590000,0.430000,-0.340000,,,,,,,0.25171,0.04090,-0.04090,0,,,271.351807,-26.421944,,,,,,,,,,,,,,,,,,,,,,,,Bennett et al. 2016,c
MOA-2016-BLG-227L,,,,1.670000,0.940000,-0.350000,,,,,,,2.80000,2.20000,-1.50000,0,,,271.473755,-27.714287,,,,,,,,,,,,,,,,,,,,,,,,Koshimoto et al. 2017,b
HD 165155,434.50000000,2.10000000,-2.10000000,1.130000,0.040000,-0.040000,0.200000,0.030000,-0.030000,,,,2.89000,0.23000,-0.23000,0,,HIP 88650,271.488953,-29.917253,14.60,0.30,-0.30,9.360,,V (Johnson),1.018,0.095,0.95,0.11,-0.11,0.090,0.100,-0.100,5426.00,100.00,-100.00,4.49,0.11,-0.11,11.000,4.000,-4.000,Jenkins et al. 2017,b
OGLE-2012-BLG-0563L,,,,0.900000,0.520000,-0.500000,,,,,,,0.39000,0.14000,-0.23000,0,,,271.490500,-27.712000,,,,,,,,,,,,,,,,,,,,,,,,Fukui et al. 2015,b
OGLE-2005-BLG-169L,,,,3.500000,0.300000,-0.300000,,,,,,,0.04436,0.00283,-0.00283,0,,,271.522167,-30.732639,,,,,,,,,,,,,,,,,,,,,,,,Gould et al. 2006,b
MOA-2010-BLG-477L,,,,2.000000,3.000000,-1.000000,,,,,,,1.50000,0.80000,-0.30000,0,,,271.531006,-31.454477,,,,,,,,,,,,,,,5950.00,150.00,,,,,,,,Bachelet et al. 2012,b
HAT-P-31,5.00542000,0.00009100,-0.00009100,,,,0.250000,0.000000,0.000000,87.100,2.250,-2.250,2.27000,0.84000,-0.84000,0,1.090,,271.537705,26.426662,-2.40,0.03,,11.660,,V (Johnson),,,1.39,0.11,-0.11,0.150,,,6065.00,100.00,-100.00,4.26,0.12,-0.12,,,,Kipping et al. 2011,b
MOA-2009-BLG-319L,,,,2.400000,1.200000,-0.600000,,,,,,,0.16000,0.14000,-0.08000,0,,,271.742208,-26.819692,,,,,,,,,,,,,,,,,,,,,,,,Miyake et al. 2011,b
MOA-2015-BLG-337L,,,,0.240000,0.060000,-0.090000,,,,,,,0.10603,0.40588,-0.07299,0,,,271.948700,-28.170279,,,,,,,,,,,,,,,,,,,,,,,,Miyazaki et al. 2018,b
MOA-2010-BLG-117L,,,,2.900000,1.600000,-0.600000,,,,,,,0.54000,0.10000,-0.10000,0,,,271.956970,-25.344639,,,,,,,,,,,,,,,,,,,,,,,,Bennett et al. 2018,b
MOA-2007-BLG-192L,,,,0.620000,0.220000,-0.160000,,,,,,,0.01000,0.01500,-0.00500,0,,,272.015825,-27.150075,,,,,,,,,,,,,,,,,,,,,,,,Bennett et al. 2008,b
OGLE-2012-BLG-0950L,,,,2.700000,0.600000,-0.700000,,,,,,,0.11012,0.05349,-0.02832,0,,,272.019257,-29.731583,,,,,,,,,,,,,,,,,,,,,,,,Koshimoto et al. 2017,b
OGLE-2018-BLG-0740L,5480.00000000,1200.00000000,-1200.00000000,6.100000,0.600000,-0.600000,0.000000,,,,,,4.80000,0.60000,-0.60000,0,,,272.176958,-29.835806,,,,,,,,,,,,-0.240,0.050,-0.050,5912.00,49.00,-49.00,4.50,0.10,-0.10,,,,Han et al. 2019,b
MOA-2007-BLG-400L,,,,0.720000,0.380000,-0.160000,,,,,,,0.83000,0.49000,-0.31000,0,,,272.424917,-29.224153,,,,,,,,,,,,,,,,,,,,,,,,Dong et al. 2009,b
MOA-2010-BLG-073L,,,,1.210000,0.160000,-0.160000,,,,,,,11.00000,2.00000,-2.00000,0,,,272.547258,-26.522932,,,,,,,,,,,,,,,,,,,,,,,,Street et al. 2013,b
HD 167042,420.77000000,3.48000000,-3.11000000,1.320000,0.030000,-0.040000,0.089000,0.028000,-0.065000,,,,1.70000,0.09000,-0.12000,0,,HIP 89047,272.631836,54.286552,-18.15,0.14,-0.14,5.940,,V (Johnson),0.940,,4.50,0.20,-0.20,0.000,0.020,-0.020,4943.00,12.00,-12.00,3.28,0.05,-0.05,,,,Johnson et al. 2008,b
KMT-2016-BLG-1397L,,,,5.100000,1.500000,-1.700000,,,,,,,7.00000,5.20000,-4.30000,0,,,272.664612,-24.857738,,,,,,,,,,,,,,,,,,,,,,,,Zang et al. 2018,b
OGLE-2016-BLG-1067L,,,,1.700000,0.380000,-0.390000,,,,,,,0.43000,0.21000,-0.17000,0,,,273.204500,-27.012639,,,,,,,,,,,,,,,,,,,,,,,,Calchi Novati et al. 2019,b
HD 166724,5144.00000000,705.00000000,-467.00000000,5.420000,0.430000,-0.430000,0.734000,0.020000,-0.020000,,,,3.53000,0.11000,-0.11000,0,,HIP 89354,273.498657,-42.575375,-17.62,0.00,-0.00,9.344,0.022,V (Johnson),0.857,0.040,,,,-0.090,0.030,-0.030,5127.00,52.00,-52.00,4.43,0.08,-0.08,4.000,3.800,-3.800,Marmier et al. 2013,b
HAT-P-45,3.12899200,0.00002100,-0.00002100,0.045200,0.000700,-0.000700,0.049000,0.063000,-0.063000,87.800,0.900,-0.900,0.89200,0.13700,-0.09900,0,1.426,,274.373238,-3.381036,23.90,0.10,-0.10,,,,,,1.32,0.15,-0.07,0.070,0.100,-0.100,6330.00,100.00,-100.00,4.30,0.06,-0.06,2.000,0.800,-0.800,Hartman et al. 2014,b
HAT-P-5,2.78849000,0.00002500,-0.00002500,,,,0.000000,,,86.750,0.440,-0.440,0.98000,0.20000,-0.20000,0,1.210,,274.405476,36.621410,7.61,0.01,-0.01,12.000,,V (Johnson),,,1.12,0.09,-0.09,0.240,,,5960.00,100.00,-100.00,4.37,0.03,-0.03,,,,Bakos et al. 2007,b
WASP-58,5.01718000,0.00001100,-0.00001100,,,,0.000000,,,87.400,1.500,-1.500,0.97000,0.28000,-0.28000,0,1.430,,274.701064,45.172016,-28.66,0.00,-0.00,11.660,,V (Johnson),,,1.22,0.11,-0.11,-0.450,,,5800.00,150.00,-150.00,4.27,0.09,-0.09,,,,Hebrard et al. 2013,b
HAT-P-57,2.46530000,0.00000300,-0.00000300,,,,0.000000,,,88.260,0.850,-0.850,1.41000,1.52000,-1.52000,0,1.740,,274.743421,10.597294,-5.99,0.35,-0.35,10.465,0.029,V (Johnson),0.451,0.036,1.85,0.39,-0.39,-0.250,,,6330.00,124.00,-124.00,4.25,0.02,-0.02,,,,Hartman et al. 2015,b
HD 168443,58.11247000,0.00030000,-0.00030000,0.293100,0.001810,,0.528830,0.001030,-0.001030,,,,7.65900,0.09750,-0.09750,0,,HIP 89844,275.016388,-9.595722,-0.05,0.00,-0.00,6.917,0.011,V (Johnson),0.735,0.019,1.51,0.06,-0.06,0.040,0.030,-0.030,5491.00,44.00,-44.00,4.07,0.06,-0.06,,,,Marcy et al. 1999,b
HD 168443,1749.83000000,0.57000000,-0.57000000,2.837300,0.018000,-0.018000,0.211300,0.001710,-0.001710,,,,17.19300,0.21000,-0.21000,0,,HIP 89844,275.016388,-9.595722,-0.05,0.00,-0.00,6.917,0.011,V (Johnson),0.735,0.019,1.51,0.06,-0.06,0.040,0.030,-0.030,5491.00,44.00,-44.00,4.07,0.06,-0.06,,,,Marcy et al. 2001,c
HD 168746,6.40400000,0.00140000,-0.00140000,0.070000,0.000000,0.000000,0.110000,0.080000,-0.080000,,,,0.27000,0.02000,-0.02000,0,,HIP 90004,275.457428,-11.922684,-25.56,0.00,-0.00,7.946,0.013,V (Johnson),0.718,0.023,1.09,0.02,-0.02,-0.080,,,5570.00,12.00,-12.00,4.39,0.02,-0.02,,,,Pepe et al. 2002,b
42 Dra,479.10000000,6.20000000,-6.20000000,1.190000,0.010000,-0.010000,0.380000,0.060000,-0.060000,,,,3.88000,0.85000,-0.85000,0,,HIP 90344,276.496399,65.563484,31.79,0.32,-0.32,4.820,,V (Johnson),1.190,,22.03,1.00,-1.00,-0.460,0.050,-0.050,4200.00,70.00,-70.00,1.71,0.05,-0.05,9.490,1.760,-1.760,Doellinger et al. 2009,b
HD 169830,225.62000000,0.22000000,-0.22000000,0.810000,,,0.310000,0.010000,-0.010000,,,,2.88000,,,0,,HIP 90485,276.956177,-29.816866,-17.21,0.01,-0.01,5.902,0.010,V (Johnson),0.505,0.017,,,,0.210,,,6299.00,,,4.10,,,2.800,,,Naef et al. 2001,b
HD 169830,2102.00000000,264.00000000,-264.00000000,3.600000,,,0.330000,0.020000,-0.020000,,,,4.04000,,,0,,HIP 90485,276.956177,-29.816866,-17.21,0.01,-0.01,5.902,0.010,V (Johnson),0.505,0.017,,,,0.210,,,6299.00,,,4.10,,,2.800,,,Mayor et al. 2004,c
HD 170469,1145.00000000,18.00000000,-18.00000000,2.240000,0.050000,-0.050000,0.110000,0.080000,-0.080000,,,,0.66000,0.11000,-0.11000,0,,HIP 90593,277.295746,11.695502,-60.20,0.20,-0.20,8.210,,V (Johnson),0.684,0.021,1.24,0.02,-0.02,0.290,,,5842.00,28.00,-28.00,4.30,0.03,-0.03,,,,Fischer et al. 2007,b
HD 171028,550.00000000,3.00000000,-3.00000000,1.320000,0.030000,-0.030000,0.590000,0.010000,-0.010000,,,,2.62000,0.16000,-0.16000,0,,,278.064527,6.945743,13.64,0.00,-0.00,8.310,,V (Johnson),0.642,0.021,2.47,0.07,-0.07,-0.480,,,5671.00,16.00,-16.00,3.84,0.03,-0.03,,,,Santos et al. 2007,b
BD-11 4672,1667.00000000,33.00000000,-31.00000000,2.280000,0.070000,-0.070000,0.050000,0.060000,-0.040000,,,,0.53000,0.05000,-0.05000,0,,HIP 90979,278.370148,-11.636039,-87.30,0.68,-0.68,9.990,,V (Johnson),1.220,,0.52,0.02,-0.02,-0.480,0.050,-0.050,4475.00,100.00,-100.00,4.10,0.36,-0.36,4.400,4.000,-4.000,Moutou et al. 2015,b
CoRoT-27,3.57532000,0.00006000,-0.00006000,0.047600,0.006600,-0.006600,0.065000,,,86.700,1.200,-0.870,10.39000,0.55000,-0.55000,0,1.007,,278.495813,5.538462,-4.09,0.02,-0.02,15.540,,V (Johnson),,,1.08,0.18,-0.06,-0.100,0.100,-0.100,5900.00,120.00,-120.00,4.40,0.10,-0.10,4.210,2.720,-2.720,Parviainen et al. 2014,b
CoRoT-16,5.35227000,0.00020000,-0.00020000,0.061800,0.001500,-0.001500,0.330000,0.090000,-0.100000,85.010,0.940,-1.200,0.53500,0.08500,-0.08300,0,1.170,,278.524691,-6.002595,,,,15.630,,V (Johnson),,,1.19,0.14,-0.13,0.190,0.060,-0.060,5650.00,100.00,-100.00,4.36,0.10,-0.10,6.730,2.800,-2.800,Ollivier et al. 2012,b
WASP-3,1.84683000,0.00000200,-0.00000200,,,,0.000000,,,85.060,0.160,-0.160,2.43000,0.53000,-0.53000,0,1.420,,278.631793,35.661533,-5.49,0.01,,10.500,,V (Johnson),,,1.44,0.12,-0.12,0.000,,,6400.00,100.00,-100.00,4.25,0.05,-0.05,,,,Pollacco et al. 2008,b
HD 171238,1532.00000000,12.00000000,-12.00000000,2.570000,0.160000,-0.160000,0.234000,0.028000,-0.028000,,,,2.72000,0.49000,-0.49000,0,,HIP 91085,278.681976,-28.072313,21.64,0.00,-0.00,8.610,,V (Johnson),0.767,,1.01,0.07,-0.07,0.200,,,5440.00,,,,,,7.560,2.960,-2.960,Segransan et al. 2010,b
CoRoT-28,5.20851000,0.00038000,-0.00038000,0.060300,0.005000,-0.005000,0.047000,0.055000,-0.038000,88.100,0.800,-0.800,0.48400,0.08700,-0.08700,0,0.955,,278.688338,5.573730,,,,,,,,,1.78,0.11,-0.11,0.150,0.100,-0.100,5150.00,100.00,-100.00,3.60,0.20,-0.20,12.000,1.500,-1.500,Cabrera et al. 2015,b
CoRoT-17,3.76810000,0.00030000,-0.00030000,0.046100,0.000800,-0.000800,0.000000,,,88.340,1.540,-1.540,2.43000,0.30000,-0.30000,0,1.020,,278.699254,-6.612234,54.77,0.01,-0.01,15.460,,V (Johnson),,,1.59,0.07,-0.07,0.000,0.100,-0.100,5740.00,80.00,-80.00,4.40,0.10,-0.10,10.700,1.000,-1.000,Csizmadia et al. 2011,b
CoRoT-29,2.85057000,0.00000600,-0.00000600,0.038600,0.005900,-0.005900,0.082000,0.081000,-0.081000,87.300,2.700,-2.700,0.85000,0.20000,-0.20000,0,0.900,,278.902103,6.479651,,,,,,,,,0.90,0.12,-0.12,0.200,0.100,-0.100,5260.00,100.00,-100.00,4.30,0.20,-0.20,4.500,3.500,-3.500,Cabrera et al. 2015,b
HIP 91258,5.05050000,0.00150000,-0.00150000,0.060000,0.000000,0.000000,0.020000,0.010000,-0.010000,,,,1.09000,0.21000,-0.21000,0,,HIP 91258,279.221466,61.702503,-9.45,0.00,-0.00,8.646,0.015,V (Johnson),0.808,0.028,0.89,0.03,-0.03,0.230,,,5519.00,70.00,-70.00,4.53,0.12,-0.12,,,,Moutou et al. 2014,b
WASP-153,3.33260900,0.00000200,-0.00000200,0.048000,0.001000,-0.001000,0.009000,,,84.100,0.700,-0.700,0.39000,0.02000,-0.02000,0,1.550,,279.262390,40.018723,-28.32,3.07,-3.07,12.800,,V (Johnson),,,1.73,0.10,-0.09,0.340,0.110,-0.110,5914.00,64.00,-64.00,4.10,0.06,-0.06,4.000,0.800,-0.800,Demangeon et al. 2017,b
HD 238914,4100.00000000,210.00000000,-210.00000000,5.700000,0.900000,-0.900000,0.560000,0.070000,-0.050000,,,,6.00000,2.70000,-2.70000,0,,HIP 91388,279.584229,59.253857,-6.72,0.01,-0.01,8.790,0.016,V (Johnson),1.025,0.031,12.73,3.89,-3.89,-0.250,0.090,-0.090,4769.00,15.00,-15.00,2.37,0.06,-0.06,,,,Adamow et al. 2018,b
CoRoT-26,4.20474000,0.00005000,-0.00005000,0.052600,0.001000,-0.001000,0.000000,,,86.800,2.200,-1.000,0.52000,0.05000,-0.05000,0,1.260,,279.750514,6.969787,15.51,0.01,-0.01,,,,,,1.79,0.18,-0.09,0.010,0.130,-0.130,5590.00,100.00,-100.00,3.99,0.05,-0.08,8.600,1.800,-0.900,Almenara et al. 2013,b
CoRoT-23,3.63130000,0.00010000,-0.00010000,0.048000,0.004000,-0.004000,0.160000,0.020000,-0.020000,85.700,2.600,-1.500,2.80000,0.30000,-0.30000,0,1.050,,279.782615,4.357806,-35.18,0.00,-0.00,15.630,0.070,V (Johnson),,,1.61,0.18,-0.18,0.050,0.100,-0.100,5900.00,100.00,-100.00,4.30,0.20,-0.20,7.200,1.500,-1.000,Rouan et al. 2012,b
CoRoT-25,4.86069000,0.00006000,-0.00006000,0.057800,0.002000,-0.000900,0.000000,,,84.500,0.800,-0.300,0.27000,0.04000,-0.04000,0,1.080,,280.629662,6.513829,-15.42,0.00,-0.01,,,,,,1.19,0.14,-0.03,-0.010,0.130,-0.130,6040.00,90.00,-90.00,4.31,0.05,-0.08,4.500,1.800,-2.000,Almenara et al. 2013,b
CoRoT-22,9.75598000,0.00011000,-0.00011000,0.092000,0.001400,-0.001400,0.077000,0.300000,-0.042000,89.749,0.032,-0.900,0.03800,0.04400,-0.02800,0,0.435,,280.667115,6.219136,,,,13.944,0.083,V (Johnson),0.796,0.093,1.14,0.04,-0.09,0.170,0.070,-0.120,5939.00,54.00,-120.00,4.36,0.07,-0.03,3.300,2.000,-2.000,Moutou et al. 2014,b
CoRoT-11,2.99433000,0.00001100,-0.00001100,0.043600,0.005000,-0.005000,0.000000,,,83.170,0.150,-0.150,2.33000,0.34000,-0.34000,0,1.430,,280.687263,5.937688,40.15,0.36,-0.36,12.939,0.019,V (Johnson),,,1.37,0.03,-0.03,-0.030,0.080,-0.080,6440.00,120.00,-120.00,4.22,0.23,-0.23,2.000,1.000,-1.000,Gandolfi et al. 2010,b
CoRoT-9,95.27265600,0.00006800,-0.00006800,0.402100,0.005400,-0.005400,0.133000,0.042000,-0.037000,89.900,0.066,-0.084,0.84000,0.05000,-0.05000,0,1.066,,280.786712,6.204172,19.82,0.00,-0.00,13.690,,V (Johnson),,,0.96,0.06,-0.06,-0.010,0.060,-0.060,5625.00,80.00,-80.00,4.54,0.09,-0.09,6.000,3.000,-3.000,Deeg et al. 2010,b
HD 173416,323.60000000,2.20000000,-2.20000000,1.160000,0.060000,-0.060000,0.210000,0.040000,-0.040000,,,,2.70000,0.30000,-0.30000,0,,HIP 91852,280.900452,36.556606,-61.17,0.29,-0.29,6.057,,V (Johnson),1.057,0.018,13.50,0.90,-0.90,-0.220,0.090,-0.090,4683.00,100.00,-100.00,2.48,0.10,-0.10,,,,Liu et al. 2009,b
CoRoT-6,8.88659300,0.00000400,-0.00000400,0.085500,0.001500,-0.001500,0.100000,,,89.070,0.300,-0.300,2.96000,0.34000,-0.34000,0,1.166,,281.072525,6.663194,-18.24,0.01,-0.01,13.912,0.021,V (Johnson),,,1.02,0.03,-0.03,-0.200,0.100,-0.100,6090.00,70.00,-70.00,4.43,0.10,-0.10,,,,Fridlund et al. 2010,b
K2-202,3.40516400,0.00012600,-0.00012100,,,,,,,87.672,1.628,-2.945,,,,,0.205,,283.264282,-22.407034,28.10,5.17,-5.17,13.297,0.020,V (Johnson),0.909,0.022,0.91,0.05,-0.03,0.270,0.080,-0.080,5491.00,58.00,-58.00,4.55,0.10,-0.10,,,,Mayo et al. 2018,b
KELT-8,3.24406000,0.00016000,-0.00016000,,,,0.040000,0.050000,-0.050000,82.650,0.900,-0.900,0.66000,0.12000,-0.12000,0,1.620,,283.305510,24.127380,-31.20,0.30,-0.30,10.833,0.054,V (Johnson),0.712,0.085,1.46,0.08,-0.08,0.270,,,5754.00,54.00,-54.00,4.08,0.05,-0.05,,,,Fulton et al. 2015,b
HD 175541,298.43000000,0.45000000,-0.45000000,0.975000,0.087000,-0.087000,0.110000,0.049000,-0.049000,,,,0.59800,0.02900,-0.02900,0,,HIP 92895,283.920349,4.265325,19.70,,,8.020,,V (Johnson),0.900,,4.19,,,,,,5013.00,,,3.33,,,,,,Johnson et al. 2007,b
HAT-P-37,2.79743600,0.00000700,-0.00000700,0.037900,0.000600,-0.000600,0.058000,0.038000,-0.038000,86.900,0.400,-0.500,1.16900,0.10300,-0.10300,0,1.178,,284.296064,51.269138,-20.53,0.10,,13.230,0.320,V (Johnson),,,0.88,0.06,,,,,5500.00,100.00,,,,,,,,Bakos et al. 2012,b
HATS-28,3.18107810,0.00000390,-0.00000390,0.041310,0.000530,-0.000530,0.202000,,,86.170,0.420,-0.420,0.67200,0.08700,-0.08700,0,1.194,,284.399685,-49.138470,-8.65,0.01,-0.01,13.934,0.080,V (Johnson),0.763,0.082,0.92,0.04,-0.04,0.010,0.060,-0.060,5498.00,84.00,-84.00,4.48,0.04,-0.04,6.200,2.800,-2.800,Espinoza et al. 2016,b
Qatar-10,1.64532100,0.00001000,-0.00001000,0.028600,0.000600,-0.000600,0.000000,,,85.870,0.960,-0.960,0.73600,0.09000,-0.09000,0,1.543,,284.443904,69.570836,-25.49,0.10,-0.10,12.879,0.079,V (Johnson),,,1.25,0.03,-0.03,0.016,0.089,-0.089,6124.00,46.00,-46.00,4.30,0.03,-0.03,3.200,1.900,-1.900,Alsubai et al. 2019,b
KELT-10,4.16627390,0.00000630,-0.00000630,0.052500,0.000860,-0.000970,,,,88.610,0.860,-0.740,0.67900,0.03900,-0.03800,0,1.399,,284.548373,-47.003242,31.61,1.29,-1.29,10.854,0.043,V (Johnson),0.608,0.043,1.21,0.05,-0.04,0.090,0.110,-0.100,5948.00,74.00,-74.00,4.32,0.02,-0.03,4.500,0.700,-0.700,Kuhn et al. 2016,b
K2-107,3.31395900,0.00002400,-0.00002400,0.047500,0.000600,-0.000600,,,,,,,,,,0,1.426,,284.985382,-22.293402,-8.36,0.00,-0.00,12.920,0.010,V (Johnson),0.722,0.053,1.81,0.06,-0.06,0.140,0.060,-0.060,6061.00,96.00,-96.00,4.04,0.03,-0.03,,,,Eigm&uuml;ller et al. 2017,b
